time,symbol,ticket_id,order_type,direction,price_open,sl,timeframe,strategy,position_id
2024-02-07 08:38:10.983070,SP500,212217804,create_position,long,4970.0,4966.427358912807,5M,rsi,212217804
2024-02-07 08:39:07.222944,ETHUSD,212218366,create_position,short,2366.21,2372.1411564907535,5M,engulfing_candle,212218366
2024-02-07 08:55:34.282516,SP500,212226851,create_position,short,4969.4,4972.878328094601,5M,rsi,212226851
2024-02-07 09:40:16.795495,SP500,212257277,create_position,short,4974.73,4978.475424085218,5M,rsi,212257277
2024-02-07 09:45:14.962031,ETHUSD,212265095,create_position,short,2368.62,2376.6078282840476,5M,engulfing_candle,212265095
2024-02-07 09:55:17.781782,ETHUSD,212276192,create_position,short,2363.03,2374.192591735083,5M,engulfing_candle,212276192
2024-02-07 10:40:26.551936,SP500,212308571,create_position,short,4989.33,4996.274982586055,5M,rsi,212308571
2024-02-07 10:55:25.176113,ETHUSD,212316863,create_position,long,2369.06,2360.164607307789,5M,engulfing_candle,212316863
2024-02-07 13:05:14.312135,SP500,212359475,create_position,short,4986.78,4993.706835333519,5M,engulfing_candle,212359475
2024-02-07 14:15:20.791080,SP500,212371950,create_position,short,4995.59,5001.225302617832,5M,engulfing_candle,212371950
2024-02-07 18:00:22.709608,ETHUSD,212386213,create_position,short,2424.9,2450.351153194481,1H,rsi,212386213
2024-02-08 04:15:24.108628,SP500,212493312,create_position,long,4994.58,4992.250972673388,5M,engulfing_candle,212493312
2024-02-08 06:35:08.335683,SP500,212546476,create_position,long,4987.53,4985.211697263847,5M,rsi,212546476
2024-02-08 07:15:16.209913,SP500,212559682,create_position,long,4990.33,4987.7552155255535,5M,engulfing_candle,212559682
2024-02-08 09:00:06.494461,SP500,212612362,create_position,long,4992.7,4989.102987842997,5M,engulfing_candle,212612362
2024-02-08 09:12:35.852683,SP500,212618960,create_position,short,4992.08,4995.475280890515,5M,engulfing_candle,212618960
2024-02-08 12:00:08.320367,ETHUSD,212709442,create_position,short,2423.06,2448.8963758836485,1H,rsi,212709442
2024-02-08 13:45:34.101981,SP500,212732267,create_position,short,4994.39,4999.106466012711,5M,engulfing_candle,212732267
2024-02-09 06:05:23.229882,SP500,212866576,create_position,short,5002.48,5004.782736258717,5M,engulfing_candle,212866576
2024-02-09 08:50:10.973121,SP500,212935895,create_position,short,5014.6,5019.916471877687,5M,rsi,212935895
2024-02-09 10:00:10.928745,ETHUSD,212979558,create_position,short,2493.03,2523.3545588618485,1H,rsi,212979558
2024-02-09 11:20:31.314566,SP500,213011460,create_position,short,5013.79,5018.908868869038,5M,engulfing_candle,213011460
2024-02-09 13:40:25.061742,SP500,213038810,create_position,short,5020.99,5024.98202502151,5M,rsi,213038810
2024-02-11 18:19:00.383375,ETHUSD,213086173,create_position,long,2500.73,2497.0818059576177,1M,rsi,213086173
2024-02-11 18:34:12.463689,ETHUSD,213088234,create_position,long,2502.95,2499.8165543505565,1M,rsi,213088234
2024-02-11 19:04:32.554488,ETHUSD,213091073,create_position,long,2505.92,2502.892946444424,1M,rsi,213091073
2024-02-11 19:15:20.492164,ETHUSD,213091843,create_position,long,2510.2,2506.632497920158,1M,rsi,213091843
2024-02-11 19:34:14.711372,ETHUSD,213093957,create_position,long,2519.95,2514.5503780012596,1M,rsi,213093957
2024-02-11 19:47:18.082108,ETHUSD,213095073,create_position,long,2514.72,2510.0601031044935,1M,rsi,213095073
2024-02-11 19:53:20.585905,ETHUSD,213095478,create_position,long,2512.71,2508.443093118317,1M,rsi,213095478
2024-02-11 20:03:25.913828,ETHUSD,213096465,create_position,long,2510.3,2506.473567470727,1M,rsi,213096465
2024-02-11 20:05:28.148922,ETHUSD,213096706,create_position,long,2507.41,2503.5864944008786,1M,rsi,213096706
2024-02-11 20:29:04.601674,ETHUSD,213099201,create_position,long,2512.84,2509.119006281735,1M,rsi,213099201
2024-02-11 20:32:06.836539,ETHUSD,213099507,create_position,long,2508.82,2505.0177812685233,1M,rsi,213099507
2024-02-11 20:41:09.617051,ETHUSD,213100373,create_position,long,2507.13,2503.438132250535,1M,rsi,213100373
2024-02-11 20:53:24.602093,ETHUSD,213101368,create_position,long,2509.36,2505.974693250966,1M,rsi,213101368
2024-02-11 21:09:20.194931,ETHUSD,213102930,create_position,long,2514.16,2510.5088844675197,1M,rsi,213102930
2024-02-11 21:16:23.335729,ETHUSD,213103377,create_position,long,2512.05,2508.437967115315,1M,rsi,213103377
2024-02-11 21:21:25.836207,ETHUSD,213103741,create_position,long,2509.8,2506.5076718667906,1M,rsi,213103741
2024-02-11 21:37:29.495148,ETHUSD,213105582,create_position,long,2504.3,2501.1106165835317,1M,rsi,213105582
2024-02-11 21:39:31.726150,ETHUSD,213105744,create_position,long,2504.3,2500.6757357278148,1M,rsi,213105744
2024-02-11 21:47:04.577320,ETHUSD,213106406,create_position,long,2496.27,2492.5867463200802,1M,rsi,213106406
2024-02-11 21:49:06.742450,ETHUSD,213106601,create_position,long,2493.17,2488.52535779639,1M,rsi,213106601
2024-02-11 22:06:05.554561,ETHUSD,213108130,create_position,long,2499.12,2494.7326489256016,1M,rsi,213108130
2024-02-11 22:42:15.378650,ETHUSD,213111470,create_position,long,2501.49,2498.389810965741,1M,rsi,213111470
2024-02-11 22:58:19.103909,ETHUSD,213112602,create_position,long,2499.41,2496.8519508999734,1M,rsi,213112602
2024-02-11 23:07:20.147831,ETHUSD,213113421,create_position,long,2499.04,2496.424122280813,1M,rsi,213113421
2024-02-11 23:10:20.634140,ETHUSD,213113657,create_position,long,2499.36,2496.3848220301843,1M,rsi,213113657
2024-02-11 23:12:20.962194,ETHUSD,213113821,create_position,long,2498.38,2495.708137362708,1M,rsi,213113821
2024-02-11 23:17:23.537091,ETHUSD,213114301,create_position,long,2497.17,2475.896820647339,1H,rsi,213114301
2024-02-12 05:22:24.135747,SP500,213193542,create_position,short,5026.03,5028.270603968646,5M,engulfing_candle,213193542
2024-02-12 13:25:09.054818,SP500,213384952,create_position,short,5043.49,5047.6893419207145,5M,engulfing_candle,213384952
2024-02-12 22:00:21.915875,ETHUSD,213436034,create_position,short,2656.38,2693.9396522338793,1H,engulfing_candle,213436034
2024-02-13 04:20:08.024438,SP500,213518387,create_position,long,5009.1,5005.55143353361,5M,rsi,213518387
2024-02-13 04:55:11.680254,SP500,213526731,create_position,long,5007.1,5003.562090831842,5M,rsi,213526731
2024-02-13 05:35:15.648125,SP500,213540377,create_position,long,5007.53,5004.141866220649,5M,rsi,213540377
2024-02-13 07:35:29.119678,SP500,213574555,create_position,long,5003.6,5000.274537039733,5M,engulfing_candle,213574555
2024-02-13 07:55:43.881077,SP500,213579334,create_position,long,5004.03,4999.5057938448745,15M,rsi,213579334
2024-02-13 10:20:06.708528,SP500,213711023,create_position,long,4951.73,4942.903805929215,5M,rsi,213711023
2024-02-13 11:05:15.784085,ETHUSD,213731560,create_position,long,2641.69,2623.3089453634825,5M,engulfing_candle,213731560
2024-02-13 11:40:29.284242,SP500,213744701,create_position,long,4970.74,4962.880347810696,5M,engulfing_candle,213744701
2024-02-13 21:30:28.179911,ETHUSD,213813084,create_position,long,2627.97,2612.0807397466465,15M,engulfing_candle,213813084
2024-02-14 03:15:10.377636,ETHUSD,213868555,create_position,short,2650.83,2662.5882842998417,15M,engulfing_candle,213868555
2024-02-14 05:05:10.111214,SP500,213905200,create_position,short,4974.2,4977.805862070171,5M,engulfing_candle,213905200
2024-02-14 05:45:14.442687,SP500,213914123,create_position,short,4972.98,4976.05672554253,5M,engulfing_candle,213914123
2024-02-14 06:05:16.563417,SP500,213919495,create_position,short,4971.7,4974.9982072108505,5M,engulfing_candle,213919495
2024-02-14 07:15:06.710226,ETHUSD,213936091,create_position,short,2748.71,2769.139474211458,15M,engulfing_candle,213936091
2024-02-14 07:15:25.473420,SP500,213936200,create_position,short,4977.7,4981.341019444176,5M,engulfing_candle,213936200
2024-02-14 08:50:09.207687,SP500,213971187,create_position,short,4978.1,4982.026907739131,5M,engulfing_candle,213971187
2024-02-14 09:30:26.356096,ETHUSD,213989767,create_position,short,2760.99,2782.0077597287145,15M,engulfing_candle,213989767
2024-02-14 12:00:16.279247,ETHUSD,214073136,create_position,short,2738.82,2761.2993142674973,15M,engulfing_candle,214073136
2024-02-14 19:00:26.572519,ETHUSD,214123796,create_position,short,2775.11,2791.598885677049,15M,engulfing_candle,214123796
2024-02-14 22:00:14.230243,ETHUSD,214146244,create_position,short,2787.3,2808.0240411372292,15M,engulfing_candle,214146244
2024-02-15 06:00:26.077830,SP500,214236153,create_position,long,5008.93,5006.376821162843,5M,engulfing_candle,214236153
2024-02-15 07:10:34.743953,SP500,214252352,create_position,long,5010.23,5007.882456838098,5M,engulfing_candle,214252352
2024-02-15 10:30:24.789525,ETHUSD,214383353,create_position,short,2844.95,2872.393800772999,15M,engulfing_candle,214383353
2024-02-15 11:15:02.346814,SP500,214410770,create_position,long,5004.68,4997.4673536604705,5M,engulfing_candle,214410770
2024-02-15 12:50:19.874767,SP500,214437910,create_position,short,5014.49,5020.161892304851,5M,engulfing_candle,214437910
2024-02-15 14:15:20.224410,ETHUSD,214455399,create_position,short,2815.52,2842.9133325397843,15M,engulfing_candle,214455399
2024-02-15 14:15:32.453326,SP500,214455423,create_position,short,5023.79,5030.061858671973,5M,engulfing_candle,214455423
2024-02-15 15:00:08.425098,SP500,214461292,create_position,short,5029.49,5035.31333994017,5M,engulfing_candle,214461292
2024-02-15 16:30:04.979964,ETHUSD,214468813,create_position,short,2826.86,2852.341440940845,15M,engulfing_candle,214468813
2024-02-15 22:30:15.995062,ETHUSD,214498766,create_position,short,2847.3,2867.556310095959,15M,engulfing_candle,214498766
2024-02-16 03:15:13.230779,ETHUSD,214539527,create_position,long,2824.7,2807.5577759360394,15M,engulfing_candle,214539527
2024-02-16 08:55:17.906238,SP500,214652112,create_position,long,5023.0,5017.220084238084,5M,rsi,214652112
2024-02-16 09:45:09.476649,ETHUSD,214684462,create_position,long,2822.04,2803.5441496276194,15M,engulfing_candle,214684462
2024-02-16 10:05:30.906124,SP500,214698328,create_position,long,5009.03,5001.041028627312,5M,engulfing_candle,214698328
2024-02-16 10:30:15.496884,ETHUSD,214716909,create_position,long,2778.98,2751.4807786889482,15M,rsi,214716909
2024-02-16 13:00:03.500397,ETHUSD,214770485,create_position,long,2780.65,2755.2034172713998,15M,engulfing_candle,214770485
2024-02-16 14:15:32.750165,SP500,214788081,create_position,short,5036.59,5042.014205754742,5M,engulfing_candle,214788081
2024-02-17 09:05:04.795924,ETHUSD,214809485,create_position,long,2750.76,2739.0028336791806,5M,rsi,214809485
2024-02-17 09:55:12.100875,ETHUSD,214811002,create_position,long,2734.22,2718.3550980936734,5M,rsi,214811002
2024-02-17 12:25:14.905176,ETHUSD,214813346,create_position,short,2765.85,2776.2518287029948,5M,engulfing_candle,214813346
2024-02-18 08:50:27.983664,ETHUSD,214824836,create_position,long,2794.96,2786.9634590388155,5M,engulfing_candle,214824836
2024-02-18 11:05:11.527740,ETHUSD,214826740,create_position,short,2804.06,2813.0243243821556,5M,engulfing_candle,214826740
2024-02-18 12:45:03.819138,ETHUSD,214827839,create_position,short,2815.98,2825.201556436828,5M,engulfing_candle,214827839
2024-02-18 14:05:19.327611,ETHUSD,214828830,create_position,short,2830.0,2841.587589591295,5M,engulfing_candle,214828830
2024-02-18 14:40:24.194484,ETHUSD,214829106,create_position,short,2837.18,2848.8217850089877,5M,engulfing_candle,214829106
2024-02-18 15:55:19.113325,ETHUSD,214829770,create_position,short,2826.94,2836.924215607306,5M,engulfing_candle,214829770
2024-02-18 17:45:03.506173,ETHUSD,214832514,create_position,short,2879.5,2895.244194326308,5M,engulfing_candle,214832514
2024-02-18 19:45:25.481347,ETHUSD,214845729,create_position,short,2877.0,2891.252107761906,5M,engulfing_candle,214845729
2024-02-18 23:05:01.080207,ETHUSD,214872956,create_position,short,2886.05,2895.31737473345,5M,engulfing_candle,214872956
2024-02-18 23:50:05.446566,ETHUSD,214876688,create_position,short,2891.57,2901.300537299233,5M,engulfing_candle,214876688
2024-02-19 01:25:14.903667,ETHUSD,214886545,create_position,short,2925.08,2937.8217941752046,5M,engulfing_candle,214886545
2024-02-19 02:00:18.473838,ETHUSD,214892129,create_position,short,2921.76,2933.410478863338,5M,engulfing_candle,214892129
2024-02-19 02:45:22.933426,ETHUSD,214902166,create_position,short,2923.05,2933.730407467562,5M,engulfing_candle,214902166
2024-02-19 05:10:07.424563,ETHUSD,214937126,create_position,long,2915.88,2906.055552962171,5M,engulfing_candle,214937126
2024-02-19 06:05:12.954751,ETHUSD,214947555,create_position,long,2914.65,2904.2056328115673,5M,engulfing_candle,214947555
2024-02-19 09:05:18.003323,SP500,214993611,create_position,short,5008.73,5010.773208212641,5M,engulfing_candle,214993611
2024-02-19 09:35:06.894929,ETHUSD,215003233,create_position,long,2902.95,2892.176284118814,5M,engulfing_candle,215003233
2024-02-19 11:50:29.115175,ETHUSD,215040330,create_position,short,2914.68,2927.6177471375568,5M,engulfing_candle,215040330
2024-02-19 13:25:19.126602,ETHUSD,215056047,create_position,short,2942.21,2960.3504265602533,5M,engulfing_candle,215056047
2024-02-19 14:50:14.465350,ETHUSD,215060901,create_position,short,2932.59,2945.868378663174,5M,engulfing_candle,215060901
2024-02-19 16:15:24.105338,ETHUSD,215063385,create_position,short,2942.54,2953.293464382777,5M,engulfing_candle,215063385
2024-02-19 18:00:06.425102,ETHUSD,215066692,create_position,short,2964.55,2977.90612847709,5M,engulfing_candle,215066692
2024-02-19 20:05:11.887765,ETHUSD,215080620,create_position,long,2942.48,2927.5308854000527,5M,engulfing_candle,215080620
2024-02-19 20:30:15.812156,ETHUSD,215084683,create_position,long,2918.2,2901.4084768019297,5M,rsi,215084683
2024-02-19 21:20:23.888765,ETHUSD,215092817,create_position,long,2925.15,2910.6997199030106,5M,engulfing_candle,215092817
2024-02-19 22:40:04.534288,ETHUSD,215100490,create_position,long,2923.55,2912.2452936031873,5M,engulfing_candle,215100490
2024-02-19 23:10:07.098726,ETHUSD,215102615,create_position,long,2917.97,2906.348823085149,5M,engulfing_candle,215102615
2024-02-20 00:35:15.827865,ETHUSD,215110324,create_position,short,2931.42,2940.65073978246,5M,engulfing_candle,215110324
2024-02-20 01:30:21.306338,ETHUSD,215117848,create_position,short,2931.58,2939.2115643023035,5M,engulfing_candle,215117848
2024-02-20 03:30:03.534033,ETHUSD,215151441,create_position,long,2914.28,2904.6099696032657,5M,rsi,215151441
2024-02-20 04:35:10.163084,ETHUSD,215180181,create_position,long,2896.37,2884.770223116051,5M,rsi,215180181
2024-02-20 04:55:12.193861,ETHUSD,215188169,create_position,long,2900.13,2885.291278176403,5M,rsi,215188169
2024-02-20 07:20:30.206944,ETHUSD,215239869,create_position,short,2945.7,2956.6104101295014,5M,engulfing_candle,215239869
2024-02-20 08:05:25.832616,SP500,215256796,create_position,short,4987.9,4991.582711625297,5M,engulfing_candle,215256796
2024-02-20 09:25:13.540474,ETHUSD,215319338,create_position,short,2964.37,2988.3970647528035,5M,engulfing_candle,215319338
2024-02-20 10:20:09.393237,SP500,215361431,create_position,long,4971.88,4964.671362139834,5M,rsi,215361431
2024-02-20 11:30:14.387771,ETHUSD,215392769,create_position,long,2935.45,2914.5726132613654,5M,engulfing_candle,215392769
2024-02-20 12:30:05.987232,SP500,215408860,create_position,long,4960.14,4954.015248951182,5M,rsi,215408860
2024-02-20 12:55:24.199790,ETHUSD,215414467,create_position,long,2912.46,2894.28569893462,5M,engulfing_candle,215414467
2024-02-20 13:20:02.620943,ETHUSD,215418738,create_position,long,2915.72,2899.4964249907584,5M,engulfing_candle,215418738
2024-02-20 16:05:08.407817,ETHUSD,215443660,create_position,short,2974.84,2988.854760225022,5M,engulfing_candle,215443660
2024-02-20 16:50:14.752513,ETHUSD,215445775,create_position,short,2990.07,3003.2463175574785,5M,engulfing_candle,215445775
2024-02-20 18:00:23.263727,ETHUSD,215447643,create_position,short,2999.68,3011.006243595213,5M,engulfing_candle,215447643
2024-02-20 18:45:29.854517,ETHUSD,215451603,create_position,short,3011.99,3026.3644475947517,5M,engulfing_candle,215451603
2024-02-20 19:55:12.354411,ETHUSD,215459266,create_position,short,3000.81,3012.952759518608,5M,engulfing_candle,215459266
2024-02-20 22:05:27.735895,ETHUSD,215476354,create_position,short,3009.96,3021.1112300379245,5M,engulfing_candle,215476354
2024-02-21 00:55:15.142721,ETHUSD,215497930,create_position,long,2981.03,2970.111472789235,5M,rsi,215497930
2024-02-21 01:15:17.201124,ETHUSD,215501488,create_position,long,2980.82,2969.4824654917047,5M,rsi,215501488
2024-02-21 02:20:23.642759,ETHUSD,215514527,create_position,long,2937.25,2921.8739897910073,5M,rsi,215514527
2024-02-21 03:25:30.060401,ETHUSD,215532812,create_position,long,2949.33,2935.329409356204,5M,engulfing_candle,215532812
2024-02-21 04:05:13.322520,SP500,215550590,create_position,long,4964.1,4960.324596447255,5M,rsi,215550590
2024-02-21 04:35:06.996619,ETHUSD,215560843,create_position,long,2921.04,2904.3234652255737,5M,rsi,215560843
2024-02-21 05:15:20.451061,SP500,215570793,create_position,long,4966.73,4963.560072327033,5M,engulfing_candle,215570793
2024-02-21 05:30:12.641163,ETHUSD,215574718,create_position,long,2918.31,2901.1058848584125,5M,engulfing_candle,215574718
2024-02-21 05:45:23.782713,SP500,215578818,create_position,long,4966.73,4963.652070506302,5M,engulfing_candle,215578818
2024-02-21 07:15:24.852886,ETHUSD,215603146,create_position,long,2909.19,2890.789254402596,5M,engulfing_candle,215603146
2024-02-21 08:40:13.022695,SP500,215637063,create_position,long,4962.0,4958.231295539204,5M,engulfing_candle,215637063
2024-02-21 08:45:22.617932,ETHUSD,215639623,create_position,long,2903.48,2888.0063536697153,5M,engulfing_candle,215639623
2024-02-21 09:00:25.723348,ETHUSD,215645338,create_position,long,2910.11,2893.7068782826045,5M,engulfing_candle,215645338
2024-02-21 09:55:28.507153,SP500,215678049,create_position,long,4962.28,4957.287962966921,5M,engulfing_candle,215678049
2024-02-21 10:49:05.079621,ETHUSD,215710067,create_position,short,2914.92,2933.500929142502,5M,engulfing_candle,215710067
2024-02-21 11:05:14.616531,ETHUSD,215720324,create_position,short,2912.34,2930.0223359344554,5M,engulfing_candle,215720324
2024-02-21 12:20:09.788516,SP500,215749666,create_position,long,4962.24,4956.647161876766,5M,engulfing_candle,215749666
2024-02-21 12:50:14.436680,SP500,215757718,create_position,long,4962.74,4956.815484985123,5M,engulfing_candle,215757718
2024-02-21 13:10:31.126277,ETHUSD,215765122,create_position,long,2904.26,2889.2842518476673,5M,engulfing_candle,215765122
2024-02-21 13:35:05.211600,ETHUSD,215770008,create_position,long,2900.87,2885.164229315229,5M,engulfing_candle,215770008
2024-02-21 14:35:21.594578,ETHUSD,215790906,create_position,long,2908.74,2894.6519332917287,5M,engulfing_candle,215790906
2024-02-21 14:50:30.288440,SP500,215794251,create_position,long,4954.18,4946.6466580511815,5M,engulfing_candle,215794251
2024-02-21 15:35:05.636181,ETHUSD,215801146,create_position,long,2909.37,2897.3278316983724,5M,engulfing_candle,215801146
2024-02-21 17:15:19.368353,ETHUSD,215812061,create_position,short,2913.92,2926.7599046810124,5M,engulfing_candle,215812061
2024-02-21 17:45:24.078645,ETHUSD,215812969,create_position,short,2925.63,2937.3399326201206,5M,engulfing_candle,215812969
2024-02-21 21:45:21.692121,ETHUSD,215841081,create_position,long,2926.0,2913.8960635954772,5M,engulfing_candle,215841081
2024-02-22 00:35:24.809428,ETHUSD,215859738,create_position,short,2937.81,2948.845797158641,5M,engulfing_candle,215859738
2024-02-22 01:20:29.638326,ETHUSD,215866620,create_position,short,2935.62,2946.4339268245917,5M,engulfing_candle,215866620
2024-02-22 03:50:14.489273,ETHUSD,215924439,create_position,short,3013.49,3029.0659615724894,5M,engulfing_candle,215924439
2024-02-22 04:05:19.833743,SP500,215929442,create_position,short,5041.3,5045.2144105185025,5M,rsi,215929442
2024-02-22 05:00:21.168604,ETHUSD,215947760,create_position,short,3025.12,3040.9473655348024,5M,engulfing_candle,215947760
2024-02-22 05:05:25.909751,SP500,215949006,create_position,short,5039.5,5043.328345918241,5M,engulfing_candle,215949006
2024-02-22 06:30:34.169919,SP500,215970245,create_position,short,5050.6,5054.897010140606,5M,rsi,215970245
2024-02-22 07:10:06.739843,ETHUSD,215978407,create_position,long,3000.06,2985.8831584187815,5M,engulfing_candle,215978407
2024-02-22 07:50:12.249249,ETHUSD,215988977,create_position,long,2981.97,2967.3353186695435,5M,engulfing_candle,215988977
2024-02-22 09:10:30.784625,ETHUSD,216034871,create_position,long,2951.14,2933.7745774880245,5M,engulfing_candle,216034871
2024-02-22 10:40:13.457685,SP500,216090956,create_position,short,5062.38,5069.8386769064,5M,engulfing_candle,216090956
2024-02-22 10:45:27.159694,ETHUSD,216093513,create_position,short,2980.39,2999.2505221224305,5M,engulfing_candle,216093513
2024-02-22 11:50:30.957252,SP500,216116372,create_position,short,5062.63,5069.370773804349,5M,engulfing_candle,216116372
2024-02-22 12:30:15.912846,ETHUSD,216126109,create_position,short,2982.34,2996.202344566665,5M,engulfing_candle,216126109
2024-02-22 12:40:07.692739,SP500,216129084,create_position,short,5068.39,5074.522145995779,5M,engulfing_candle,216129084
2024-02-22 13:15:13.263123,SP500,216136509,create_position,short,5071.39,5076.9550240040935,5M,engulfing_candle,216136509
2024-02-22 13:55:30.614332,ETHUSD,216144351,create_position,short,2991.57,3005.8376219920606,5M,engulfing_candle,216144351
2024-02-22 14:35:23.135649,SP500,216149710,create_position,short,5089.13,5094.794016336949,5M,rsi,216149710
2024-02-23 06:55:21.095641,ETHUSD,216305654,create_position,short,2941.69,2950.535859899737,5M,engulfing_candle,216305654
2024-02-23 08:45:29.439669,SP500,216352518,create_position,short,5092.7,5096.519229785797,5M,rsi,216352518
2024-02-23 10:00:08.489551,SP500,216389048,create_position,short,5106.18,5112.489087943362,5M,rsi,216389048
2024-02-23 10:25:17.064383,ETHUSD,216403940,create_position,long,2929.59,2913.365041888105,5M,engulfing_candle,216403940
2024-02-23 11:20:21.914447,SP500,216434532,create_position,long,5086.38,5078.266409811381,5M,rsi,216434532
2024-02-23 11:40:27.561250,ETHUSD,216444475,create_position,long,2925.99,2909.5298746601648,5M,engulfing_candle,216444475
2024-02-23 12:50:15.713519,SP500,216464429,create_position,long,5095.64,5088.50936366956,5M,engulfing_candle,216464429
2024-02-23 13:55:24.381146,ETHUSD,216474269,create_position,short,2945.39,2955.67347897613,5M,engulfing_candle,216474269
2024-02-23 14:45:05.966862,ETHUSD,216480864,create_position,short,2944.42,2953.6024225220744,5M,engulfing_candle,216480864
2024-02-23 15:00:16.566961,ETHUSD,216482682,create_position,long,2947.45,2908.066966951515,1H,engulfing_candle,216482682
2024-02-23 15:20:06.311349,SP500,216484576,create_position,long,5091.34,5085.482415793597,5M,engulfing_candle,216484576
2024-02-26 06:25:22.397789,ETHUSD,216647229,create_position,long,3066.96,3053.5772642800584,5M,engulfing_candle,216647229
2024-02-26 08:05:04.213743,ETHUSD,216675641,create_position,short,3064.15,3075.2348455319675,5M,engulfing_candle,216675641
2024-02-26 08:40:32.243386,ETHUSD,216689645,create_position,short,3071.78,3083.6134853497124,5M,engulfing_candle,216689645
2024-02-26 08:50:07.804758,SP500,216693285,create_position,short,5093.3,5096.260580853018,5M,rsi,216693285
2024-02-26 10:40:06.502159,ETHUSD,216763770,create_position,short,3116.7,3132.227620114573,5M,engulfing_candle,216763770
2024-02-26 11:40:12.460212,SP500,216785573,create_position,long,5085.74,5080.323198724574,5M,engulfing_candle,216785573
2024-02-26 11:45:12.677844,ETHUSD,216786579,create_position,short,3150.28,3169.31915058051,5M,engulfing_candle,216786579
2024-02-26 12:15:16.130799,SP500,216793674,create_position,long,5085.54,5080.582195844513,5M,engulfing_candle,216793674
2024-02-26 13:40:24.203309,SP500,216811030,create_position,long,5074.88,5069.373659786712,5M,rsi,216811030
2024-02-26 15:15:03.174765,ETHUSD,216826781,create_position,short,3179.5,3196.3397316120713,5M,engulfing_candle,216826781
2024-02-26 19:54:10.663197,ETHUSD,216849110,create_position,long,3170.16,3126.9007695679384,1H,engulfing_candle,216849110
2024-02-26 19:56:08.906435,ETHUSD,216849308,create_position,long,3170.63,3127.3707695679386,1H,engulfing_candle,216849308
2024-02-26 19:56:41.354114,ETHUSD,216849366,create_position,long,3170.72,3127.4607695679388,1H,engulfing_candle,216849366
2024-02-26 19:56:41.533881,ETHUSD,216849368,create_position,long,3170.72,3089.7444376724197,4H,engulfing_candle,216849368
2024-02-26 19:56:41.673062,ETHUSD,216849369,create_position,long,3170.72,2999.225279772994,1D,engulfing_candle,216849369
2024-02-26 23:00:26.322326,ETHUSD,216871412,create_position,short,3224.58,3277.9147856468176,1H,engulfing_candle,216871412
2024-02-27 06:02:06.838481,ETHUSD,216978273,create_position,short,3257.94,3270.4267833450144,5M,engulfing_candle,216978273
2024-02-27 07:05:12.965719,ETHUSD,216995546,create_position,short,3254.27,3265.083727274595,5M,engulfing_candle,216995546
2024-02-27 08:50:23.394258,SP500,217038250,create_position,long,5075.3,5071.799476095121,5M,engulfing_candle,217038250
2024-02-27 09:00:23.797962,ETHUSD,217041760,create_position,short,3269.25,3288.61480230086,5M,engulfing_candle,217041760
2024-02-27 10:00:27.569060,ETHUSD,217076964,create_position,short,3259.08,3308.2633465488857,1H,engulfing_candle,217076964
2024-02-27 10:00:30.076191,SP500,217077029,create_position,long,5072.38,5067.755683144939,5M,engulfing_candle,217077029
2024-02-27 10:50:04.912922,SP500,217105417,create_position,long,5070.74,5065.272383476255,5M,engulfing_candle,217105417
2024-02-27 11:35:08.122511,ETHUSD,217126486,create_position,long,3250.95,3229.177194550306,5M,engulfing_candle,217126486
2024-02-27 11:35:08.829706,SP500,217126490,create_position,long,5068.04,5062.771763600158,5M,engulfing_candle,217126490
2024-02-27 12:00:10.546331,ETHUSD,217133386,create_position,long,3241.51,3221.312761176122,5M,engulfing_candle,217133386
2024-02-27 13:00:14.098790,ETHUSD,217148751,create_position,short,3224.77,3312.040992279032,4H,engulfing_candle,217148751
2024-02-27 13:05:17.550791,SP500,217150530,create_position,long,5064.23,5059.1830178504115,5M,engulfing_candle,217150530
2024-02-27 17:05:05.749311,ETHUSD,217178988,create_position,short,3251.28,3298.785883671334,1H,engulfing_candle,217178988
2024-02-28 06:10:01.920669,ETHUSD,217334784,create_position,short,3345.84,3362.944586051115,5M,engulfing_candle,217334784
2024-02-28 07:45:10.427173,ETHUSD,217360519,create_position,long,3317.19,3295.5020686819744,5M,engulfing_candle,217360519
2024-02-28 08:55:18.455802,SP500,217403903,create_position,short,5063.0,5067.996696622781,5M,engulfing_candle,217403903
2024-02-28 10:05:24.000370,ETHUSD,217449704,create_position,short,3341.21,3365.341561927425,5M,engulfing_candle,217449704
2024-02-28 11:00:12.051630,ETHUSD,217473760,create_position,short,3350.99,3408.3418493318177,1H,engulfing_candle,217473760
2024-02-28 11:10:01.211048,SP500,217477411,create_position,short,5074.09,5079.228847481123,5M,rsi,217477411
2024-02-28 12:30:07.458269,ETHUSD,217502209,create_position,short,3426.53,3462.810871300565,5M,engulfing_candle,217502209
2024-02-28 13:00:22.835031,ETHUSD,217509306,create_position,short,3354.48,3437.8641711084156,1H,engulfing_candle,217509306
2024-02-28 13:15:13.581455,SP500,217512037,create_position,long,5068.24,5063.536018986151,5M,engulfing_candle,217512037
2024-02-28 14:00:17.757468,ETHUSD,217519475,create_position,long,3328.61,3274.8671422979287,5M,engulfing_candle,217519475
2024-02-28 15:20:26.725823,SP500,217531009,create_position,long,5067.74,5062.497846221613,5M,engulfing_candle,217531009
